Id,HotelName,Provider,CityName,CountryCode,CheckInDate,CheckOutDate,IsGuaranteed,Price
873461,Surya Yudha Hotel Purwokerto,JV,Purwokerto,ID,11/3/2025,11/7/2025,FALSE,1515801
873462,Ascott Jakarta,CM,Jakarta,ID,11/2/2025,11/5/2025,TRUE,4200000
873463,Sutan Raja Hotel Kotamobagu,DOTW,Manado,ID,11/5/2025,11/8/2025,TRUE,0
873464,Zoe Guest House,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,604775.81
873465,Radisson Lampung Kedaton,KB,Bandar Lampung,ID,10/29/2025,10/30/2025,TRUE,1389043.49
873467,BATIQA Hotel Pekanbaru,JV,Pekanbaru,ID,10/31/2025,11/1/2025,TRUE,675238.2
873468,Royal Hotel n'Lounge Jember,JV,Jember,ID,11/9/2025,11/12/2025,FALSE,1166869.23
873469,"The Park Lane Hong Kong, Autograph Collection",HB,Causeway Bay,HK,3/26/2026,3/28/2026,FALSE,21878048
873470,The Akmani Hotel Jakarta,KB,Jakarta,ID,11/3/2025,11/4/2025,TRUE,862875
873471,Hotel Pesona Ciwidey,JV,Bandung,ID,11/3/2025,11/8/2025,TRUE,2383307.41
873472,Swiss-Belinn Bogor,KB,Bogor,ID,11/13/2025,11/16/2025,TRUE,2607500
873473,Zoe Guest House,DIDA,Bandung,ID,10/29/2025,10/31/2025,TRUE,660034
873475,éL Hotel Jakarta - Kelapa Gading,JV,Jakarta,ID,10/29/2025,10/30/2025,TRUE,1293840
873476,d’primahotel Kualanamu Medan,JV,Medan,ID,10/29/2025,10/30/2025,TRUE,538250.47
873477,Nagoya Marriott Associa,KB,Nagoya,JP,11/7/2025,11/8/2025,TRUE,4538874.25
873478,favehotel Sidoarjo,JV,Sidoarjo,ID,11/9/2025,11/12/2025,FALSE,1589532
873479,ARTOTEL Yogyakarta,FR,Yogyakarta,ID,10/30/2025,10/31/2025,TRUE,1651581
873480,ARTOTEL Yogyakarta,KB,Yogyakarta,ID,11/4/2025,11/6/2025,FALSE,1298880
873481,Metland Hotel Cirebon by Horison,KB,Cirebon,ID,10/29/2025,10/31/2025,TRUE,1560638.62
873482,ibis Styles Bandung Grand Central,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,1824481.49
873483,Hilton Singapore Orchard,JV,Singapore City,SG,11/23/2025,11/24/2025,FALSE,5863639.06
873484,ibis Rio de Janeiro Santos Dumont,TBO,Rio de Janeiro,BR,11/2/2025,11/6/2025,FALSE,6550351.21
873485,Horison GKB Gresik,DOTW,Gresik,ID,11/9/2025,11/12/2025,TRUE,0
873486,Hilton Bandung,JV,Bandung,ID,10/30/2025,10/31/2025,TRUE,1315539.23
873487,Dorsett Shepherds Bush,DIDA,London,GB,10/29/2025,10/31/2025,TRUE,18442674
873488,The Jayakarta Yogyakarta Hotel & Spa,KB,Yogyakarta,ID,10/31/2025,11/1/2025,TRUE,393108
873489,Platinum Hotel Tunjungan Surabaya,JV,Surabaya,ID,11/2/2025,11/5/2025,FALSE,2779678.56
873490,Horison Ultima Bandung,JV,Bandung,ID,11/8/2025,11/10/2025,FALSE,1126361.6
873491,Gets Hotel Malang,JV,Malang,ID,11/9/2025,11/14/2025,FALSE,2419434
873492,Luminor Hotel Padjadjaran Bogor,KB,Bogor,ID,10/30/2025,10/31/2025,TRUE,1306875
873493,Platinum Hotel Tunjungan Surabaya,JV,Surabaya,ID,11/3/2025,11/5/2025,FALSE,1853119.04
873494,Dee Mansion,FR,Bali,ID,12/8/2025,12/9/2025,FALSE,180698
873495,Swiss-Belexpress Cilegon,JV,Cilegon,ID,10/29/2025,10/30/2025,TRUE,682659.84
873497,Cityloog Hotel Tebet Jakarta,FR,Jakarta,ID,10/30/2025,11/1/2025,TRUE,1618112
873498,Novotel Bangkok Impact,JV,Bangkok,TH,11/3/2025,11/7/2025,TRUE,5903073.46
873499,GranDhika Setiabudi Medan,KB,Medan,ID,11/3/2025,11/4/2025,FALSE,550000
873500,Adimulia Hotel Medan,JV,Medan,ID,10/29/2025,11/2/2025,TRUE,5154817.94
873501,Aston Kemayoran City Hotel,JV,Jakarta,ID,10/30/2025,11/1/2025,TRUE,1882377.78
873502,Gaia Cosmo Hotel Yogyakarta,KB,Yogyakarta,ID,11/5/2025,11/7/2025,TRUE,1461240
873503,Morrissey Hotel,CM,Jakarta,ID,10/30/2025,10/31/2025,TRUE,1400000
873504,Swiss-Belhotel Danum Palangkaraya,JV,Palangkaraya,ID,10/31/2025,11/1/2025,TRUE,775864.32
873506,ibis Styles Bandung Grand Central,KB,Bandung,ID,10/29/2025,10/30/2025,TRUE,787596.3
873507,THE 1O1 Bandung Dago,JV,Bandung,ID,10/29/2025,11/1/2025,TRUE,5253683.32
873508,The Excelton Hotel Palembang,JV,Palembang,ID,11/5/2025,11/8/2025,FALSE,2861789.27
873509,Aryaduta Palembang,KB,Palembang,ID,11/13/2025,11/16/2025,TRUE,13790700
873510,Platinum Hotel Tunjungan Surabaya,KB,Surabaya,ID,10/30/2025,10/31/2025,TRUE,1424139.4
873511,Blue Sky Hotel Balikpapan,JV,Balikpapan,ID,10/30/2025,10/31/2025,TRUE,763840
873512,BATIQA Hotel & Apartments Karawang,KB,Karawang,ID,10/30/2025,10/31/2025,TRUE,662734.25
873513,Zoom Hotel Mulawarman,KB,Samarinda,ID,10/29/2025,10/31/2025,TRUE,1026025
873514,Aria Gajayana Hotel Malang,KB,Malang,ID,10/29/2025,11/1/2025,TRUE,1703144.62
873515,Hilton Garden Inn Bali Ngurah Rai Airport,JV,Bali,ID,11/11/2025,11/15/2025,FALSE,7226553.32
873516,Fairfield by Marriott Bali Kuta Sunset Road,JV,Bali,ID,10/30/2025,10/31/2025,TRUE,905470.65
873517,Hotel Santika Premiere Semarang,JV,Semarang,ID,11/7/2025,11/9/2025,FALSE,1302123.52
873518,Harper Perintis Makassar,JV,Makassar,ID,10/30/2025,10/31/2025,TRUE,1239000
873519,Urban Style Hotel Lampung,JV,Bandar Lampung,ID,11/2/2025,11/9/2025,TRUE,2680689.2
873520,FOX Hotel Pekanbaru,JV,Pekanbaru,ID,10/29/2025,11/1/2025,TRUE,1968106.72
873521,Shakti Hotel Bandung,KB,Bandung,ID,10/30/2025,10/31/2025,TRUE,485000
873522,Swift Inn Aeropolis Airport,DOTW,Tangerang,ID,10/29/2025,10/30/2025,TRUE,0
873523,Parkside Alhambra Hotel,KB,Banda Aceh,ID,10/30/2025,11/1/2025,TRUE,882525
873524,Grand Mercure Jakarta Harmoni,KB,Jakarta,ID,10/29/2025,10/31/2025,TRUE,2540000
873526,Santika Premiere ICE - BSD City,KB,Tangerang,ID,11/3/2025,11/4/2025,TRUE,705000
873527,ASTON Pasteur,JV,Bandung,ID,10/29/2025,10/30/2025,TRUE,797268.83
873528,Aston Priority Simatupang Hotel & Conference Center,FR,Jakarta,ID,10/29/2025,10/31/2025,TRUE,1839811
873529,The Arista Hotel Palembang,JV,Palembang,ID,10/30/2025,10/31/2025,TRUE,1456376.33
873530,Grand Inna Medan,JV,Medan,ID,11/3/2025,11/4/2025,FALSE,512656.38
873531,Portola Arabia Hotel Banda Aceh,FR,Banda Aceh,ID,10/30/2025,10/31/2025,TRUE,355394
873532,Grand Hyatt Hangzhou,FR,Hangzhou,CN,12/19/2025,12/21/2025,FALSE,8677526
873533,Adimulia Hotel Medan,KB,Medan,ID,11/10/2025,11/12/2025,FALSE,2146000
873534,Atria Residences Gading Serpong,JV,Tangerang,ID,10/29/2025,10/31/2025,TRUE,1390709.27
873535,Panen Hotel Bandung,KB,Bandung,ID,10/30/2025,11/1/2025,TRUE,810000
873536,Moxy Bandung,JV,Bandung,ID,10/30/2025,10/31/2025,TRUE,1161797.47
873537,Grand Tjokro Premiere Bandung,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,2101176.56
873538,The Luxton Cirebon Hotel & Convention,JV,Cirebon,ID,10/29/2025,10/30/2025,TRUE,1356140.7
873539,THE 1O1 Palembang Rajawali,JV,Palembang,ID,11/2/2025,11/4/2025,TRUE,1165953.21
873540,Granvia Hiroshima,DIDA,Hiroshima,JP,11/4/2025,11/6/2025,FALSE,6322265
873541,Java Lotus Hotel Jember,KB,Surabaya,ID,10/30/2025,10/31/2025,TRUE,540000
873542,Brits Hotel Karawang,JV,Karawang,ID,10/29/2025,10/30/2025,TRUE,769714.66
873543,Granvia Hiroshima,DIDA,Hiroshima,JP,11/5/2025,11/6/2025,FALSE,3621946
873544,The Luxton Bandung,KB,Bandung,ID,10/29/2025,10/31/2025,TRUE,1774506.24
873545,Aston Inn Pandanaran - Semarang,JV,Semarang,ID,10/31/2025,11/1/2025,TRUE,2077646.82
873546,ibis Styles Bandung Grand Central,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,1976424.14
873547,Harris Hotel & Conventions Ciumbuleuit Bandung,JV,Bandung,ID,11/12/2025,11/13/2025,FALSE,784574.7
873548,favehotel Cimanuk Garut,JV,Garut,ID,10/30/2025,10/31/2025,TRUE,536623.56
873549,Vessel Inn Shinsaibashi,JV,Osaka,JP,11/9/2025,11/10/2025,FALSE,1256469.54
873550,Vessel Inn Shinsaibashi,KB,Osaka,JP,11/9/2025,11/10/2025,FALSE,1267047.6
873551,Aston Karimun City Hotel,JV,Tanjung Balai Karimun,ID,11/5/2025,11/7/2025,FALSE,1513308.72
873552,ibis Styles Bogor Raya,JV,Bogor,ID,10/30/2025,10/31/2025,TRUE,946280.51
873553,"voco Bandung Setiabudi, an IHG Hotel",KB,Bandung,ID,10/29/2025,10/30/2025,TRUE,1225000
873554,InterContinental Bandung Dago Pakar,KB,Bandung,ID,11/2/2025,11/6/2025,TRUE,5016000
873555,InterContinental Bandung Dago Pakar,KB,Bandung,ID,11/2/2025,11/6/2025,TRUE,5016000
873556,Madani Hotel Medan,JV,Medan,ID,11/7/2025,11/8/2025,FALSE,498665.48
873557,Allstay Hotel Semarang,KB,Semarang,ID,11/3/2025,11/7/2025,TRUE,1900000
873558,Premier Place Hotel Surabaya Airport,JV,Surabaya,ID,10/30/2025,10/31/2025,TRUE,592708.8
873559,Tijili Seminyak Hotel,KB,Bali,ID,10/31/2025,11/2/2025,TRUE,3617196.83
873560,Shinagawa Prince Hotel,JV,Tokyo,JP,11/24/2025,11/28/2025,FALSE,12627843.02
873561,Amaris Hotel Cirebon,KB,Cirebon,ID,10/29/2025,10/30/2025,TRUE,335000
873562,MAXONE Vivo Palembang,DOTW,Palembang,ID,10/29/2025,10/30/2025,TRUE,0
873563,Hotel Metropolitan Tokyo Marunouchi,JV,Tokyo,JP,11/7/2025,11/8/2025,FALSE,6722109.02
873564,Four Points by Sheraton Makassar,JV,Makassar,ID,11/2/2025,11/5/2025,TRUE,2653861.04
873565,Platinum Adisucipto Hotel and Conference Center Yogyakarta,KB,Yogyakarta,ID,11/5/2025,11/7/2025,TRUE,1431813.82
873566,Wyndham Casablanca Jakarta,KB,Jakarta,ID,11/5/2025,11/8/2025,TRUE,2744820
873567,Wyndham Opi Hotel Palembang,JV,Palembang,ID,10/29/2025,10/31/2025,TRUE,3178655.33
873568,Avissa Suites,JV,Jakarta,ID,11/4/2025,11/6/2025,TRUE,1268067.93
873569,Best Western Premier La Grande Hotel,DOTW,Bandung,ID,10/30/2025,10/31/2025,TRUE,0
873570,Holiday Inn Shanghai Nanjing Road,JV,Shanghai,CN,10/29/2025,10/31/2025,TRUE,8811538.6
873571,Novotel Bogor Golf Resort & Convention Center,KB,Bogor,ID,10/30/2025,11/1/2025,TRUE,2626269.87
873572,Hotel Santika Bogor,JV,Bogor,ID,10/29/2025,10/30/2025,TRUE,1079797.54
873573,Luminor Hotel Jambi,FR,Jambi,ID,11/12/2025,11/13/2025,FALSE,508765
873574,YELLO Hotel Harbour Bay Batam,JV,Batam,ID,10/29/2025,11/1/2025,TRUE,3847938.7
873575,InterContinental Bandung Dago Pakar,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,2847132.8
873576,G Suites Hotel Surabaya,KB,Surabaya,ID,11/3/2025,11/6/2025,TRUE,1099500
873577,Hilton Milan,JV,Milan,IT,11/10/2025,11/13/2025,FALSE,17290180.47
873578,"TA’AKTANA, a Luxury Collection Resort & Spa, Labuan Bajo",DOTW,Labuan Bajo,ID,12/18/2025,12/21/2025,FALSE,0
873579,Pangeran Pekanbaru Hotel,HB,Pekanbaru,ID,10/31/2025,11/2/2025,TRUE,2377128
873580,Front One Hotel Pasir Koja Bandung,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,1782641.64
873581,Aston Jember Hotel & Conference Center,JV,Jember,ID,11/3/2025,11/6/2025,TRUE,1581454.79
873582,Hotel Santika Premiere Slipi Jakarta,KB,Jakarta,ID,11/10/2025,11/12/2025,FALSE,1430000
873583,Neotel Hotel Berau City Centre,JV,Berau,ID,10/29/2025,11/1/2025,TRUE,1406636.88
873584,GranDhika Hotel Pemuda Semarang,KB,Semarang,ID,10/30/2025,10/31/2025,TRUE,1246400
873585,favehotel S. Parman Medan,DOTW,Medan,ID,11/3/2025,11/6/2025,TRUE,0
873586,Platinum Hotel Tunjungan Surabaya,KB,Surabaya,ID,11/4/2025,11/6/2025,FALSE,2386000
873588,R Hotel Rancamaya,JV,Bogor,ID,10/31/2025,11/1/2025,TRUE,1269553.57
873589,Swissôtel Jakarta PIK Avenue,FR,Jakarta,ID,10/30/2025,11/2/2025,TRUE,9183045
873590,La Lisa Hotel Surabaya,FR,Surabaya,ID,11/6/2025,11/7/2025,FALSE,468752
873591,Granvia Hiroshima,FR,Hiroshima,JP,11/4/2025,11/6/2025,FALSE,7062009
873592,ASTON Solo Hotel,JV,Solo City,ID,11/3/2025,11/4/2025,TRUE,573650
873593,Anara Airport Hotel,DOTW,Tangerang,ID,11/22/2025,11/23/2025,FALSE,0
873594,Horison Ultima Entrop Jayapura,KB,Jayapura,ID,10/31/2025,11/1/2025,TRUE,713573.02
873595,ibis Styles Bandung Grand Central,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,1628464.57
873596,Mercure Jakarta Sabang,CM,Jakarta,ID,10/29/2025,10/31/2025,TRUE,2500000
873597,Grand Swiss-Belhotel Darmo Surabaya,CM,Surabaya,ID,10/29/2025,10/30/2025,TRUE,1300000
873598,Grand Swiss-Belhotel Darmo Surabaya,JV,Surabaya,ID,10/29/2025,10/30/2025,TRUE,1028190.27
873599,Hotel NEO Candi Simpang Lima Semarang,JV,Semarang,ID,11/6/2025,11/7/2025,FALSE,404124.54
873600,Harper Premier Nagoya - Batam,KB,,ID,11/4/2025,11/7/2025,TRUE,2322521.03
873601,Anara Airport Hotel,DOTW,Tangerang,ID,11/29/2025,11/30/2025,TRUE,0
873602,Aquarius Boutique Hotel Sampit,JV,Sampit,ID,10/30/2025,11/1/2025,TRUE,1569565.62
873603,Blue Sky Hotel Balikpapan,JV,Balikpapan,ID,11/5/2025,11/7/2025,FALSE,1909600
873604,ibis Semarang Simpang Lima,JV,Semarang,ID,10/30/2025,10/31/2025,TRUE,491747.98
873605,Swiss-Belinn Singkawang,JV,Singkawang,ID,11/2/2025,11/5/2025,FALSE,2057216
873606,Granvia Hiroshima,JV,Hiroshima,JP,11/4/2025,11/6/2025,FALSE,6714302.44
873607,ibis Semarang Simpang Lima,JV,Semarang,ID,10/30/2025,10/31/2025,TRUE,491747.98
873608,Urbanest Inn House @TB Simatupang,KB,Jakarta,ID,10/29/2025,10/30/2025,TRUE,346025.68
873609,FUGO Hotel Banjarmasin,JV,Banjarmasin,ID,10/30/2025,11/1/2025,TRUE,2454202.86
873610,Novotel Pekanbaru,JV,Pekanbaru,ID,10/29/2025,11/1/2025,TRUE,3290553.95
873611,The Jayakarta Suites Bandung,JV,Bandung,ID,10/29/2025,11/1/2025,TRUE,2128818.14
873612,favehotel Nagoya Batam,KB,Batam,ID,11/3/2025,11/10/2025,TRUE,4283227.89
873613,Novotel Bogor Golf Resort & Convention Center,JV,Bogor,ID,10/29/2025,11/1/2025,TRUE,4667496.7
873614,FOX Hotel Pekanbaru,KB,Pekanbaru,ID,11/3/2025,11/5/2025,TRUE,1290800
873616,Novotel Pekanbaru,JV,Pekanbaru,ID,10/29/2025,11/1/2025,TRUE,2988674.96
873617,Hilton Bandung,JV,Bandung,ID,10/30/2025,10/31/2025,TRUE,1732353.65
873618,Grand Anugerah Lampung,DIDA,Bandar Lampung,ID,11/4/2025,11/6/2025,FALSE,896014
873619,Hilton Bandung,JV,Bandung,ID,10/30/2025,10/31/2025,TRUE,1403241.84
873620,Aloft Jakarta Wahid Hasyim,JV,Jakarta,ID,11/3/2025,11/7/2025,FALSE,11806812.32
873621,Artotel Sanur Bali,DIDA,Bali,ID,11/8/2025,11/9/2025,FALSE,1681134
873622,Harper Banjarmasin,DOTW,Banjarmasin,ID,11/8/2025,11/10/2025,FALSE,0
873623,The Akmani Hotel Jakarta,KB,Jakarta,ID,10/30/2025,10/31/2025,TRUE,795000
873625,KHAS Malioboro Hotel,FR,Yogyakarta,ID,11/13/2025,11/15/2025,TRUE,3294672
873626,Grand Jatra Hotel Balikpapan,KB,Balikpapan,ID,11/3/2025,11/4/2025,TRUE,984000
873627,Swiss-Belhotel Makassar,JV,Makassar,ID,10/29/2025,10/30/2025,TRUE,1150936.69
873628,Best Western Setiabudhi Bandung,KB,Bandung,ID,10/29/2025,10/31/2025,TRUE,1092650
873629,The ZHM Premiere Padang,KB,Padang,ID,10/29/2025,10/30/2025,TRUE,1181562.69
873630,The Victoria Hotel Yogyakarta,JV,Yogyakarta,ID,10/29/2025,10/30/2025,TRUE,423174.58
873631,BiglandOtel Sentul Suites & Convention,JV,Bogor,ID,10/29/2025,10/30/2025,TRUE,1105850.25
873632,Whiz Hotel Malioboro Yogyakarta,KB,Yogyakarta,ID,10/30/2025,11/1/2025,TRUE,1252319.18
873633,The ZHM Premiere Padang,KB,Padang,ID,10/29/2025,10/30/2025,TRUE,1181562.69
873634,Hotel Savoy Homann Bandung,JV,Bandung,ID,10/30/2025,10/31/2025,TRUE,718654.51
873635,Aryaduta Bandung,KB,Bandung,ID,11/4/2025,11/7/2025,TRUE,2710500
873636,Hotel Berlian Internasional,KB,Surabaya,ID,10/29/2025,10/31/2025,TRUE,605062.94
873637,Grand Elty Krakatoa,JV,Bandar Lampung,ID,11/6/2025,11/7/2025,TRUE,762660.13
873638,Citadines Connect Airport Jakarta Hotel,KB,Tangerang,ID,10/30/2025,10/31/2025,TRUE,623000
873639,ibis Bandung Pasteur,FR,Bandung,ID,10/30/2025,11/1/2025,TRUE,1255802
873640,ibis Bandung Trans Studio,KB,Bandung,ID,10/30/2025,10/31/2025,TRUE,565000
873641,ibis Bandung Trans Studio,KB,Bandung,ID,10/30/2025,10/31/2025,TRUE,565000
873642,Grand Jatra Hotel Balikpapan,JV,Balikpapan,ID,10/29/2025,10/31/2025,TRUE,2545369.2
873643,Hotel Dafam Cilacap,JV,Cilacap,ID,10/29/2025,10/30/2025,TRUE,778639.61
873644,Grand Jatra Hotel Balikpapan,JV,Balikpapan,ID,10/29/2025,10/31/2025,TRUE,2757483.3
873645,Aston Gresik Hotel & Conference Center,JV,Gresik,ID,11/6/2025,11/8/2025,FALSE,1216488.56
873646,Avissa Suites,KB,Jakarta,ID,11/6/2025,11/7/2025,FALSE,635000
873647,Sovereign Bali Hotel,KB,Tuban,ID,11/1/2025,11/3/2025,TRUE,1317904
873648,Lumire Hotel and Convention Center,KB,Jakarta,ID,10/29/2025,10/31/2025,TRUE,2047437.5
873649,Surya Hotel Duri,JV,Pekanbaru,ID,10/29/2025,11/1/2025,TRUE,6880289.4
873650,EL Hotel Bandung,KB,Bandung,ID,10/29/2025,11/1/2025,TRUE,3502500
873651,Orchardz Hotel Bandara Jakarta,DOTW,Tangerang,ID,11/1/2025,11/2/2025,TRUE,0
873652,Myko Hotel and Convention Center Makassar,CM,Makassar,ID,10/29/2025,11/1/2025,TRUE,4537500
873653,Lumire Hotel and Convention Center,JV,Jakarta,ID,10/29/2025,10/31/2025,TRUE,2059600
873654,Cordia Hotel Banjarmasin,KB,Banjarmasin,ID,11/22/2025,11/23/2025,FALSE,635500
873655,Myko Hotel and Convention Center Makassar,CM,Makassar,ID,10/29/2025,11/1/2025,TRUE,4537500
873656,Jakarta Airport Hotel,KB,Tangerang,ID,10/30/2025,10/31/2025,TRUE,981245.31
873657,Pullman Bandung Grand Central,JV,Bandung,ID,10/29/2025,10/31/2025,TRUE,5408261.18
873658,The Mira Hotel,JV,Th? D?u M?t,VN,11/2/2025,11/7/2025,TRUE,4448183.33
873659,Halogen Hotel Merauke,DIDA,Merauke,ID,10/30/2025,11/3/2025,TRUE,2697102
873660,BATIQA Hotel Pekanbaru,JV,Pekanbaru,ID,10/31/2025,11/2/2025,TRUE,1334021.29
873661,Horison Hotel Sukabumi,FR,Sukabumi,ID,10/30/2025,10/31/2025,TRUE,686870
873662,Sunway Lagoon Hotel - formerly Sunway Clio Hotels,HB,Petaling Jaya,MY,11/16/2025,11/20/2025,FALSE,6698513
873663,Pangeran Pekanbaru Hotel,KB,Pekanbaru,ID,10/30/2025,10/31/2025,TRUE,840000
873664,Kimaya Sudirman Yogyakarta by Harris,JV,Yogyakarta,ID,10/30/2025,11/2/2025,TRUE,3249472.85
873665,Horison Hotel Sukabumi,FR,Sukabumi,ID,10/30/2025,10/31/2025,TRUE,778575
873666,Best Western Papilio Hotel Surabaya,CM,Surabaya,ID,10/29/2025,10/31/2025,TRUE,1296000
873667,Crown Prince Hotel Surabaya,KB,Surabaya,ID,10/31/2025,11/3/2025,TRUE,1655475
873668,Crown Prince Hotel Surabaya,KB,Surabaya,ID,10/31/2025,11/3/2025,TRUE,1655475
873669,Aloft Bali Kuta at Beachwalk,JV,Bali,ID,10/30/2025,10/31/2025,TRUE,1601794.35
873670,Gajahmada Avara Boutique Hotel,KB,Pontianak,ID,11/10/2025,11/13/2025,TRUE,1320000
873671,Horison Hotel Sukabumi,FR,Sukabumi,ID,10/30/2025,10/31/2025,TRUE,778575
873672,Four Points by Sheraton Surabaya Tunjungan Plaza,KB,Surabaya,ID,10/31/2025,11/2/2025,TRUE,3361923.05
873673,Kimaya Sudirman Yogyakarta by Harris,JV,Yogyakarta,ID,10/30/2025,11/2/2025,TRUE,3336676.95
873674,Crown Prince Hotel Surabaya,KB,Surabaya,ID,11/1/2025,11/3/2025,TRUE,3310950
873675,ibis Bandung Pasteur,DOTW,Bandung,ID,10/30/2025,10/31/2025,TRUE,0
873676,Swiss-Belhotel Tarakan,JV,Tarakan,ID,11/2/2025,11/3/2025,FALSE,1183948.8
873677,Kimaya Braga Bandung by Harris,JV,Bandung,ID,10/30/2025,11/1/2025,TRUE,2856280.99
873678,Hotel NEO+ Green Savana Sentul City,KB,Bogor,ID,10/31/2025,11/1/2025,TRUE,1501842.45
873679,Amaris Hotel Ambon,FR,Ambon,ID,10/30/2025,11/1/2025,TRUE,721652
873680,Hotel Berlian Internasional,FR,Surabaya,ID,10/29/2025,10/31/2025,TRUE,711086
873681,Front One Hotel Purwodadi,JV,Purwodadi Grobogan,ID,10/29/2025,10/30/2025,TRUE,384475.87
873682,Grand Anugerah Lampung,DIDA,Bandar Lampung,ID,10/29/2025,10/31/2025,TRUE,1134880
873683,Orchardz Hotel Bandara Jakarta,JV,Tangerang,ID,10/31/2025,11/2/2025,TRUE,1302636.03
873684,HARRIS Hotel & Conventions Denpasar Bali,KB,Bali,ID,11/3/2025,11/5/2025,TRUE,986000
873685,Novotel Pekanbaru,JV,Pekanbaru,ID,10/29/2025,11/1/2025,TRUE,3491673.92
873686,Aston Samarinda Hotel and Convention Center,KB,Samarinda,ID,10/29/2025,10/30/2025,TRUE,673051.08
873687,Aston Inn Mataram,KB,Lombok,ID,11/2/2025,11/8/2025,TRUE,3811796.94
873688,Amaris Hotel Pratama Nusa Dua - Bali,KB,Bali,ID,10/30/2025,11/6/2025,TRUE,2415000
873689,Novotel Bali Ngurah Rai Airport,JV,Bali,ID,1/18/2026,1/19/2026,FALSE,1371712.77
873690,HARRIS Hotel & Conventions Bundaran Satelit Surabaya,JV,Surabaya,ID,10/29/2025,11/2/2025,TRUE,5617389.61
873691,Clayton Hotel Manchester City Centre,FR,Salford,GB,11/19/2025,11/22/2025,FALSE,27159545
873692,AONE Hotel Jakarta,KB,Jakarta,ID,10/29/2025,11/1/2025,TRUE,3870399.18
873693,Swiss-Belhotel Borneo Samarinda,KB,Samarinda,ID,10/30/2025,10/31/2025,TRUE,695600
873694,Kimaya Sudirman Yogyakarta by Harris,JV,Yogyakarta,ID,10/30/2025,11/2/2025,TRUE,2949890.23
873695,Four Points by Sheraton Balikpapan,DOTW,Balikpapan,ID,11/1/2025,11/2/2025,TRUE,0
873696,Ebony Batulicin,DIDA,Batulicin,ID,11/2/2025,11/3/2025,TRUE,763706
873697,Grand Jatra Hotel Balikpapan,JV,Balikpapan,ID,10/30/2025,10/31/2025,TRUE,1435300.31
873698,Swiss-Belinn Singkawang,JV,Singkawang,ID,10/30/2025,11/1/2025,TRUE,5157525.72
873699,Permata Hijau Hotel,DOTW,Sukabumi,ID,10/29/2025,10/30/2025,TRUE,0
873701,Grand Zuri Lubuklinggau by ZHM,JV,Lubuk Linggau,ID,10/31/2025,11/1/2025,TRUE,1101713.05
873702,Amaris Hotel Pekanbaru,KB,Pekanbaru,ID,10/29/2025,10/31/2025,TRUE,568006.18
873703,Swiss-Belinn Indramayu,KB,Indramayu,ID,11/3/2025,11/8/2025,FALSE,5211100
873704,Pangeran Pekanbaru Hotel,KB,Pekanbaru,ID,10/30/2025,10/31/2025,TRUE,900000
873705,Zest Parang Raja Solo,KB,Solo City,ID,10/29/2025,10/31/2025,TRUE,1033815
873706,Mercure Surabaya Grand Mirama,KB,Surabaya,ID,10/29/2025,11/1/2025,TRUE,2689189.35
873707,Novotel Pekanbaru,JV,Pekanbaru,ID,10/29/2025,11/1/2025,TRUE,3389676.04
873708,H! Hotel Senen,JV,Jakarta,ID,10/31/2025,11/1/2025,TRUE,577574.3
873709,"voco Bandung Setiabudi, an IHG Hotel",KB,Bandung,ID,10/29/2025,10/31/2025,TRUE,2450000
873710,Vasaka Hotel Makassar,JV,Makassar,ID,11/5/2025,11/9/2025,FALSE,2194726.11
873711,Citadines DPulze Cyberjaya,HB,Selangor,MY,10/30/2025,11/14/2025,TRUE,12335752
873712,Cordia Hotel Makassar Airport,JV,Makassar,ID,10/29/2025,10/30/2025,TRUE,565306.75
873713,Harmoni Hotel Tasikmalaya,FR,Tasikmalaya,ID,11/3/2025,11/6/2025,FALSE,1221632
873714,Pangeran Pekanbaru Hotel,JV,Pekanbaru,ID,10/30/2025,10/31/2025,TRUE,926296
873715,Wyndham Opi Hotel Palembang,KB,Palembang,ID,11/8/2025,11/13/2025,FALSE,4465000
873716,HARRIS Hotel Kuta Tuban Bali,KB,Bali,ID,12/28/2025,12/30/2025,FALSE,1880000
873717,Havana Mutiara Hotel Belitung,JV,Belitung,ID,10/31/2025,11/2/2025,TRUE,1260649.92
873718,Whiz Hotel Malioboro Yogyakarta,DIDA,Yogyakarta,ID,10/30/2025,10/31/2025,TRUE,648942
873719,CLARO Kendari,JV,Kendari,ID,11/3/2025,11/4/2025,FALSE,2160093
873720,Four Points by Sheraton Bandung,KB,Bandung,ID,10/31/2025,11/1/2025,TRUE,1730000
873721,Four Points by Sheraton Makassar,KB,Makassar,ID,11/2/2025,11/5/2025,TRUE,2688576
873722,Swiss-Belinn Karawang,JV,Karawang,ID,10/30/2025,11/1/2025,TRUE,1242726.4
873723,Hotel Victoria River View,JV,Banjarmasin,ID,10/29/2025,10/30/2025,TRUE,662090.55
873724,Best Western Papilio Hotel Surabaya,KB,Surabaya,ID,10/30/2025,10/31/2025,TRUE,580953.6
